,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.1,3.8,4.15,4.36,4.5,4.6,4.675000000000001,4.733333333333333,4.78,4.818181818181818,4.85,4.876923076923077,4.9,4.92,4.9375,4.952941176470588,4.966666666666667,4.978947368421053,4.99,5.0,5.00909090909091,5.017391304347826,5.025,5.032,5.038461538461538,5.044444444444444,5.05,5.055172413793104,5.0600000000000005,5.064516129032258,5.0687500000000005,5.072727272727273,5.076470588235294,5.08,5.083333333333333,5.0864864864864865,5.089473684210526,5.092307692307692,5.095,5.097560975609756,5.1,5.102325581395349,5.1045454545454545,5.1066666666666665,5.108695652173913,5.110638297872341,5.1125,5.114285714285715,5.116,5.117647058823529
2,4.65,6.333333333333333,7.262500000000001,7.848000000000001,8.25,8.542857142857143,8.765625,8.94074074074074,9.082,9.198347107438018,9.295833333333334,9.378698224852071,9.450000000000001,9.512,9.56640625,9.614532871972317,9.657407407407408,9.69584487534626,9.730500000000001,9.761904761904761,9.790495867768596,9.81663516068053,9.840625000000001,9.86272,9.883136094674557,9.902057613168722,9.919642857142858,9.936028537455412,9.951333333333334,9.965660770031219,9.9791015625,9.991735537190083,10.00363321799308,10.014857142857144,10.025462962962962,10.035500365230096,10.045013850415513,10.05404339250493,10.062625,10.070791195716835,10.07857142857143,10.085992428339644,10.093078512396694,10.099851851851852,10.10633270321361,10.112539610683568,10.118489583333332,10.124198250728863,10.129679999999999,10.134948096885811
3,5.425000000000001,8.022222222222222,9.596875,10.638400000000003,11.375,11.922448979591836,12.344921874999999,12.68065843621399,12.953800000000001,13.180315552216378,13.371180555555556,13.534182976786528,13.675000000000002,13.797866666666666,13.906005859375,14.001913291268064,14.087551440329218,14.164484618749087,14.233975000000001,14.297052154195011,14.35456423741548,14.407216240650941,14.455598958333336,14.500211199999999,14.541477014110152,14.57975918305136,14.615369897959184,14.648579277543158,14.679622222222223,14.708703970997956,14.736004638671876,14.761682945154021,14.785879299816813,14.808718367346941,14.830311213991768,14.850757112115769,14.870145064878264,14.888555100389418,14.906059375,14.922723117772522,14.93860544217687,14.953760046285232,14.968235818933133,14.982077366255144,14.995325470535052,15.008017491307323,15.020187717013886,15.031867674183376,15.0430864,15.053870683221382
4,5.8125,9.148148148148147,11.34765625,12.870720000000004,13.979166666666666,14.819241982507288,15.476806640625,16.005029721079104,16.43842,16.800286865651252,17.10691550925926,17.37001505549526,17.59821428571429,17.79800888888889,17.974380493164062,18.131212509428764,18.271576360310927,18.39793279670966,18.51227625,18.61624014685239,18.711174953896595,18.79820683888351,18.878282335069446,18.952202751999998,19.020650975105916,19.08421254664205,19.1433924016035,19.198628267972705,19.250301481481483,19.29874577838512,19.34425449371338,19.387086492270566,19.427471085116316,19.465612128279886,19.501691458047553,19.535871784761287,19.56829914211831,19.599104969610202,19.628407890625,19.656315236851242,19.68292436022028,19.708323766139063,19.732594095775564,19.75580898033836,19.778035786392987,19.79933626808802,19.819767139576097,19.83938057879188,19.858224672,19.876343807079785
5,6.00625,9.898765432098765,12.660742187499999,14.656576000000005,16.149305555555557,17.302207413577676,18.217205810546876,18.96002641873698,19.574578,20.091169877864772,20.531339216820985,20.91078312814947,21.24119897959184,21.531474962962964,21.78848171234131,22.01761177358001,22.223155451404764,22.408567912672307,22.576662437499998,22.7297525208118,22.869757910537658,22.998284802410314,23.116687237774887,23.226114641919995,23.32754901452492,23.421834304173824,23.509699815831944,23.591779017352955,23.6686247654321,23.740721721017856,23.808496540784834,23.872326295535093,23.932545464965834,23.9894517817576,24.043311139768452,24.094361736524498,24.142817585746776,24.188871508850966,24.232697693359373,24.274453889610967,24.314283304024556,24.352316236693966,24.388671502689757,24.423457669664174,24.456774138862706,24.48871209217125,24.51935532416826,24.548780975143064,24.577060178559996,24.604258634391943
6,6.103125,10.39917695473251,13.645556640625,16.085260800000004,17.95775462962963,19.430463497352292,20.615055084228516,21.586690149988424,22.3971202,23.08288170714979,23.6703942820859,24.179184425984126,24.623970481049565,25.01604329876543,25.364201605319977,25.675399316310596,25.955202370771165,26.20811696990008,26.437829315624995,26.647383353154094,26.839314369149584,27.015750680566388,27.178491936200935,27.329070056243193,27.468797129350882,27.598803404019236,27.72006767955223,27.833441809858027,27.93967060658436,28.039408117114053,28.13323102388531,28.22164974112494,28.30511765717272,28.384038873707382,28.458774719219328,28.529649257158972,28.59695396506923,28.660951726572733,28.72188025102539,28.7799550142546,28.835371796785875,28.888308882352245,28.938928968537716,28.987380832560525,29.033800788017864,29.078313962550585,29.121035421581418,29.162071159323816,29.201518974988794,29.239469249403864
7,6.151562500000001,10.73278463648834,14.384167480468749,17.228208640000002,19.464795524691358,21.254682997730534,22.713173198699952,23.921502355545265,24.93740818,25.802619733772538,26.547861425245408,27.196170239369962,27.76511544668888,28.268307078847737,28.71643900498748,29.118022885939382,29.479913350172765,29.807689760957967,30.105937849843745,30.37846033633723,30.62843644327915,30.858544129237416,31.071054772192564,31.267907253993464,31.450766470529693,31.621069944611115,31.780065262425364,31.928840368138786,32.068348253031544,32.19942721011037,32.32281755438889,32.439175506545396,32.54908478490293,32.6530663344586,32.75158653257435,32.845064142100625,32.93387622914635,33.01836322076318,33.098833244749756,33.17556586756546,33.24881532543383,33.3188133269487,33.385771491980044,33.44988348072585,33.511326857843564,33.570264729304824,33.62684718363181,33.68121256423558,33.73348859548902,33.78379338176849
8,6.17578125,10.955189757658893,14.938125610351562,18.142566912000003,20.7206629372428,22.818299712340455,24.549026548862457,25.9968909827069,27.223667361999997,28.275108848884123,29.18553963980829,29.98108022095689,30.681892914782534,31.303753273591223,31.859161567175764,32.35813918676648,32.80880705294095,33.21781135248649,33.59064095735155,33.931866986987835,34.245325695857375,34.53425960187927,34.80142749001787,35.04919096383372,35.279583144740094,35.49436365036626,35.695062931624456,35.88301828647883,36.05940331126383,36.225252138816494,36.38147950581424,36.52889746089251,36.66822935005285,36.8001215820455,36.925153573336175,37.04384619231413,37.15666895995829,37.26404621510259,37.366362413631016,37.463966700063864,37.557176865304456,37.64628278446152,37.731549412616864,37.81321940337639,37.89151540441218,37.96664207548983,38.03878786730615,38.108126593536895,38.174818823579244,38.23901311938087
9,6.187890625,11.10345983843926,15.35359420776367,18.8740535296,21.767219114369,24.15854261057753,26.15539823025465,27.841680873517245,29.281300625799997,30.522826226258296,31.603411336490932,32.551766357806365,33.39032913515521,34.13683638868514,34.805463969227276,35.40766041107434,35.95276221666646,36.44845286025036,36.90110890948397,37.31606379713127,37.697810891500225,38.05016135831931,38.37636801126713,38.679223325280375,38.961137639173174,39.224202033686026,39.47023925549502,39.700845242117495,39.91742320088837,40.12121174724177,40.31330827125755,40.49468844692607,40.66622260446306,40.8286895368442,40.98278819629906,41.129147646575916,41.26833556627518,41.40086554292047,41.52720335329024,41.64777239030621,41.76295836851149,41.87311341738102,41.97855965323921,42.079592305523576,42.17648246083801,42.26947947813898,42.35881312007061,42.444695438566754,42.527322447107665,42.60687560723615
10,6.1939453125,11.202306558959506,15.665195655822753,19.45924282368,22.639349261974164,25.30732223763788,27.56097345147282,29.481494109793104,31.13317056322,32.566205660234814,33.81979372511669,34.92470740720588,35.90530562550127,36.78104729610613,37.56762247115057,38.27779803395232,38.922053204629435,39.50906060444771,40.04605346400977,40.539108378220256,40.99336494188658,41.413197821001084,41.80235267746434,42.164054392269165,42.50109388382036,42.81589825466062,43.11058785351305,43.38702299238931,43.64684242752543,43.891495239266234,44.12226738778075,44.34030394853438,44.54662782197885,44.74215555007723,44.92771074640187,45.104035548019816,45.27180041979425,45.43161258028149,45.58402326945799,45.729534039323134,45.86860221688027,46.00164566348844,46.12904693384741,46.25115692095639,46.368298059515446,46.48076714881688,46.58883784673581,46.69276287859601,46.79277599816551,46.88909373258446
11,6.196972656250001,11.26820437263967,15.898896741867064,19.927394258944002,23.36612438497847,26.291990489403894,28.790851770038717,30.93910587537165,32.799853506898,34.4238233274862,35.85147758135697,37.11511452972851,38.240640937965466,39.248977476365724,40.15714606670366,40.97910403195513,41.72638358215002,42.40858373052941,43.033750790809286,43.608674645924054,44.13912108089174,44.630015307044516,45.08558798257,45.5094922165784,45.90489796521189,46.27456868967319,46.62092400160188,46.946091165065546,47.25194767994125,47.54015668316087,47.812196531912605,48.06938564706364,48.3129034742736,48.54380824864645,48.763052114557375,48.971494046721986,49.16991093506283,49.359007129505045,49.53942268772154,49.71174052616891,49.876492640287886,50.03416553177941,50.18520495807816,50.33002010049069,50.46898723213468,50.6024529541612,50.73073705826214,50.85413506474711,50.972920478202205,51.08734679665144
12,6.198486328125,11.312136248426444,16.0741725564003,20.301915407155203,23.97177032081539,27.135991848060478,29.866995298783877,32.234760778108125,34.299868156208206,36.11256666135109,37.71385444957722,39.137028796672475,40.40916658525365,41.552378977941345,42.584824437534685,43.52150967713424,44.37491782758613,45.155500376291016,45.87206325126882,46.532071091356244,47.14188830448757,47.70697116325998,48.23202181662958,48.72111252791527,49.17778650501143,49.60514021968529,50.00589100154467,50.38243284902881,50.73688275727655,51.07111937080085,51.38681539029034,51.6854648698799,51.968406313265554,52.236842298685126,52.49185622248634,52.73442664005383,52.96543959466644,53.18569925438953,53.3959371205285,53.59682002553065,53.788957101233414,53.972905868249654,54.1491775726673,54.318241876035344,54.48053098795784,54.63644331683862,54.78634670288168,54.93058128791554,55.06946206863816,55.20328117318768
13,6.1992431640625,11.341424165617628,16.205629417300223,20.601532325724165,24.47647526734616,27.859421584051837,30.808620886435897,33.386454024985,35.64988134058739,37.64778787395554,39.421033245445784,41.00341119692844,42.422797543449825,43.702220379411926,44.86077291018877,45.91436204906752,46.87631128160913,47.757842461749384,48.56846008870538,49.31625818224404,50.00816610882905,50.65014633007477,51.24735424093669,51.80426802679866,52.324794716357154,52.81235724858583,53.26996632291808,53.700279992165754,54.105653332033995,54.48818003625889,54.849727409343764,55.191965934429,55.516394362875396,55.824361090151264,56.11708243852839,56.395658352484816,56.66108592112259,56.91427106837955,57.15603869251529,57.387141488322584,57.608267646442144,57.820047592243846,58.02305990056123,58.217836501012336,58.404867270828326,58.58460409733142,58.75746447990498,58.923834731019305,59.084072827265395,59.23851095410557
14,6.19962158203125,11.360949443745085,16.304222062975168,20.841225860579332,24.897062722788466,28.479504214901574,31.632543275631413,34.41018135554222,36.864893206528656,39.04344352177776,40.985947141658635,42.726225720241644,44.2925977189177,45.70873902078447,46.994474603301974,48.16645839912238,49.238738432630846,50.22321917428889,51.13003708427011,51.967864935470516,52.744158558427735,53.46535735920196,54.137047814230996,54.764097305726715,55.35076415034342,55.900788461601174,56.41746752567101,56.90371861312556,57.36213155429953,57.79501293831506,58.20442342780177,58.59220939096146,58.96002982279083,59.30937934471837,59.64160792634705,59.957937856471716,60.25947839688253,60.54723847688264,60.82213772520241,61.08501608616837,61.33664222628876,61.57772090405213,61.80889944827575,62.03077346765651,62.24389189537554,62.44876145696267,62.64585063657363,62.835593205896465,63.01839137072009,63.19461858245644
